TIMESTAMP, NorthChan3, NorthChan4,
2019-12-11 16:38:05, 0.000, 0.000, 
2019-12-11 16:39:04, 0.000, 0.000, 
2019-12-11 16:40:04, 0.000, 0.000, 
2019-12-11 16:41:04, 0.000, 0.000, 
2019-12-11 16:42:04, 0.000, 0.000, 
2019-12-11 16:43:05, 0.000, 0.000, 
2019-12-11 16:44:04, 0.000, 0.000, 
2019-12-11 16:45:05, 0.000, 0.000, 
2019-12-11 16:46:04, 0.000, 0.000, 
2019-12-11 16:47:04, 0.000, 0.000, 
2019-12-11 16:48:05, 0.000, 0.000, 
2019-12-11 16:49:04, 0.000, 0.000, 
2019-12-11 16:50:05, 0.000, 0.000, 
2019-12-11 16:51:04, 0.000, 0.006, 
2019-12-11 16:52:04, 0.000, 0.000, 
2019-12-11 16:53:05, 0.000, 0.000, 
2019-12-11 16:54:04, 0.000, 0.005, 
2019-12-11 16:55:05, 0.000, 0.000, 
2019-12-11 16:56:04, 0.000, 0.000, 
2019-12-11 16:57:04, 0.000, 0.000, 
2019-12-11 16:58:05, 0.000, 0.000, 
2019-12-11 16:59:04, 0.000, 0.003, 
2019-12-11 17:00:05, 0.000, 0.006, 
2019-12-11 17:01:04, 0.000, 0.000, 
2019-12-11 17:02:05, 0.000, 0.000, 
2019-12-11 17:03:04, 0.000, 0.000, 
2019-12-11 17:04:04, 0.000, 0.102, 
2019-12-11 17:05:05, 0.000, 0.000, 
2019-12-11 17:06:04, 0.000, 0.000, 
2019-12-11 17:07:07, 0.000, 0.000, 
2019-12-11 17:08:04, 0.010, 0.000, 
2019-12-11 17:09:05, 0.000, 0.003, 
2019-12-11 17:10:04, 0.000, 0.000, 
2019-12-11 17:11:05, 0.000, 0.000, 
2019-12-11 17:12:04, 0.033, 0.000, 
2019-12-11 17:13:04, 0.000, 0.000, 
2019-12-11 17:14:05, 0.000, 0.000, 
2019-12-11 17:15:04, 0.000, 0.000, 
2019-12-11 17:16:04, 0.000, 0.000, 
2019-12-11 17:17:05, 0.000, 0.000, 
2019-12-11 17:18:04, 0.000, 0.000, 
2019-12-11 17:19:04, 0.000, 0.005, 
2019-12-11 17:20:04, 0.000, 0.000, 
2019-12-11 17:21:04, 0.000, 0.000, 
2019-12-11 17:22:05, 0.000, 0.000, 
2019-12-11 17:23:04, 0.007, 0.000, 
2019-12-11 17:24:04, 0.000, 0.000, 
2019-12-11 17:25:05, 0.000, 0.000, 
2019-12-11 17:26:04, 0.000, 0.000, 
2019-12-11 17:27:05, 0.000, 0.000, 
2019-12-11 17:28:04, 0.007, 0.000, 
2019-12-11 17:29:04, 0.000, 0.005, 
2019-12-11 17:30:05, 0.000, 0.000, 
2019-12-11 17:31:04, 0.000, 0.000, 
2019-12-11 17:32:04, 0.000, 0.000, 
2019-12-11 17:33:05, 0.003, 0.000, 
2019-12-11 17:34:04, 0.000, 0.005, 
2019-12-11 17:35:05, 0.000, 0.000, 
2019-12-11 17:36:04, 0.000, 0.000, 
2019-12-11 17:37:04, 0.000, 0.000, 
2019-12-11 17:38:04, 0.000, 0.000, 
2019-12-11 17:39:04, 0.000, 0.000, 
2019-12-11 17:40:05, 0.000, 0.000, 
2019-12-11 17:41:04, 0.000, 0.000, 
2019-12-11 17:42:05, 0.000, 0.000, 
2019-12-11 17:43:05, 0.000, 0.000, 
2019-12-11 17:44:04, 0.000, 0.000, 
2019-12-11 17:45:05, 0.000, 0.000, 
2019-12-11 17:46:04, 0.000, 0.000, 
2019-12-11 17:47:04, 0.000, 0.000, 
2019-12-11 17:48:06, 0.005, 0.000, 
