TIMESTAMP, NorthChan1, NorthChan2,
2019-12-11 14:57:03, 0.000, 0.000, 
2019-12-11 14:58:04, 0.000, 0.000, 
2019-12-11 14:59:03, 0.000, 0.000, 
2019-12-11 15:00:03, 0.000, 0.000, 
2019-12-11 15:01:03, 0.000, 0.000, 
2019-12-11 15:02:03, 0.000, 0.000, 
2019-12-11 15:03:04, 0.000, 0.000, 
2019-12-11 15:04:03, 0.000, 0.000, 
2019-12-11 15:05:04, 0.000, 0.000, 
2019-12-11 15:06:03, 0.000, 0.000, 
2019-12-11 15:07:03, 0.000, 0.000, 
2019-12-11 15:08:03, 0.000, 0.000, 
2019-12-11 15:09:03, 0.000, 0.000, 
2019-12-11 15:10:04, 0.000, 0.000, 
2019-12-11 15:11:03, 0.000, 0.000, 
2019-12-11 15:12:03, 0.000, 0.000, 
2019-12-11 15:13:03, 0.000, 0.000, 
2019-12-11 15:14:03, 0.000, 0.000, 
2019-12-11 15:15:03, 0.000, 0.000, 
2019-12-11 15:16:03, 0.000, 0.000, 
2019-12-11 15:17:04, 0.000, 0.000, 
2019-12-11 15:18:03, 0.000, 0.000, 
2019-12-11 15:19:03, 0.000, 0.000, 
2019-12-11 15:20:03, 0.000, 0.000, 
2019-12-11 15:21:03, 0.000, 0.000, 
2019-12-11 15:22:03, 0.000, 0.008, 
2019-12-11 15:23:03, 0.000, 0.000, 
2019-12-11 15:24:04, 0.000, 0.000, 
2019-12-11 15:25:03, 0.000, 0.000, 
2019-12-11 15:26:03, 0.000, 0.000, 
2019-12-11 15:27:03, 0.000, 0.000, 
2019-12-11 15:28:03, 0.000, 0.000, 
2019-12-11 15:29:04, 0.000, 0.000, 
2019-12-11 15:30:03, 0.000, 0.000, 
2019-12-11 15:31:03, 0.000, 0.000, 
2019-12-11 15:32:03, 0.000, 0.000, 
2019-12-11 15:33:03, 0.000, 0.000, 
2019-12-11 15:34:03, 0.000, 0.000, 
2019-12-11 15:35:03, 0.000, 0.000, 
2019-12-11 15:36:04, 0.000, 0.000, 
2019-12-11 15:37:03, 0.000, 0.000, 
2019-12-11 15:38:03, 0.000, 0.000, 
2019-12-11 15:39:03, 0.000, 0.000, 
2019-12-11 15:40:03, 0.000, 0.000, 
2019-12-11 15:41:04, 0.000, 0.000, 
2019-12-11 15:42:03, 0.000, 0.000, 
2019-12-11 15:43:03, 0.000, 0.000, 
2019-12-11 15:44:03, 0.000, 0.000, 
2019-12-11 15:45:03, 0.016, 0.000, 
2019-12-11 15:46:03, 0.021, 0.014, 
2019-12-11 15:47:03, 0.000, 0.000, 
2019-12-11 15:48:03, 0.000, 0.011, 
2019-12-11 15:49:06, 0.000, 0.000, 
2019-12-11 15:50:03, 0.000, 0.000, 
2019-12-11 15:51:04, 0.000, 0.000, 
2019-12-11 15:52:03, 0.000, 0.000, 
2019-12-11 15:53:03, 0.000, 0.000, 
2019-12-11 15:54:03, 0.000, 0.000, 
2019-12-11 15:55:03, 0.000, 0.003, 
2019-12-11 15:56:04, 0.000, 0.000, 
2019-12-11 15:57:03, 0.000, 0.000, 
2019-12-11 15:58:03, 0.000, 0.000, 
2019-12-11 15:59:06, 0.000, 0.000, 
2019-12-11 16:00:06, 0.000, 0.000, 
2019-12-11 16:01:03, 0.000, 0.000, 
2019-12-11 16:02:04, 0.000, 0.000, 
2019-12-11 16:03:03, 0.000, 0.000, 
2019-12-11 16:04:03, 0.000, 0.011, 
2019-12-11 16:05:04, 0.000, 0.003, 
2019-12-11 16:06:06, 0.000, 0.000, 
2019-12-11 16:07:03, 0.000, 0.000, 
2019-12-11 16:08:03, 0.000, 0.000, 
2019-12-11 16:09:04, 0.000, 0.000, 
2019-12-11 16:10:03, 0.000, 0.000, 
2019-12-11 16:11:03, 0.000, 0.000, 
2019-12-11 16:12:04, 0.000, 0.009, 
2019-12-11 16:13:03, 0.012, 0.019, 
2019-12-11 16:14:03, 0.006, 0.022, 
2019-12-11 16:15:03, 0.000, 0.000, 
2019-12-11 16:16:03, 0.000, 0.000, 
2019-12-11 16:17:03, 0.000, 0.000, 
2019-12-11 16:18:03, 0.000, 0.000, 
2019-12-11 16:19:04, 0.000, 0.000, 
2019-12-11 16:20:03, 0.005, 0.000, 
2019-12-11 16:21:03, 0.000, 0.000, 
2019-12-11 16:22:03, 0.000, 0.000, 
2019-12-11 16:23:03, 0.000, 0.000, 
2019-12-11 16:24:03, 0.000, 0.000, 
2019-12-11 16:25:03, 0.000, 0.000, 
2019-12-11 16:26:03, 0.000, 0.000, 
2019-12-11 16:27:03, 0.000, 0.000, 
2019-12-11 16:28:03, 0.000, 0.000, 
2019-12-11 16:29:03, 0.000, 0.000, 
2019-12-11 16:30:03, 0.000, 0.000, 
2019-12-11 16:31:04, 0.000, 0.000, 
2019-12-11 16:32:03, 0.000, 0.000, 
2019-12-11 16:33:04, 0.000, 0.000, 
2019-12-11 16:34:03, 0.000, 0.000, 
2019-12-11 16:35:03, 0.000, 0.000, 
2019-12-11 16:36:03, 0.000, 0.000, 
2019-12-11 16:37:03, 0.000, 0.000, 
2019-12-11 16:38:03, 0.000, 0.000, 
2019-12-11 16:39:03, 0.000, 0.000, 
2019-12-11 16:40:03, 0.000, 0.000, 
2019-12-11 16:41:03, 0.000, 0.000, 
2019-12-11 16:42:03, 0.000, 0.000, 
2019-12-11 16:43:03, 0.000, 0.000, 
2019-12-11 16:44:03, 0.000, 0.000, 
2019-12-11 16:45:04, 0.000, 0.000, 
2019-12-11 16:46:03, 0.000, 0.000, 
2019-12-11 16:47:03, 0.000, 0.000, 
2019-12-11 16:48:03, 0.000, 0.000, 
2019-12-11 16:49:03, 0.000, 0.000, 
2019-12-11 16:50:04, 0.000, 0.000, 
2019-12-11 16:51:03, 0.000, 0.000, 
2019-12-11 16:52:03, 0.006, 0.000, 
2019-12-11 16:53:03, 0.000, 0.000, 
2019-12-11 16:54:03, 0.000, 0.000, 
2019-12-11 16:55:04, 0.000, 0.000, 
2019-12-11 16:56:03, 0.000, 0.000, 
2019-12-11 16:57:03, 0.000, 0.000, 
2019-12-11 16:58:03, 0.000, 0.000, 
2019-12-11 16:59:03, 0.000, 0.000, 
2019-12-11 17:00:04, 0.000, 0.000, 
2019-12-11 17:01:03, 0.000, 0.000, 
2019-12-11 17:02:04, 0.000, 0.000, 
2019-12-11 17:03:03, 0.000, 0.000, 
2019-12-11 17:04:03, 0.000, 0.000, 
2019-12-11 17:05:03, 0.000, 0.000, 
2019-12-11 17:06:03, 0.000, 0.000, 
2019-12-11 17:07:06, 0.000, 0.009, 
2019-12-11 17:08:03, 0.000, 0.000, 
2019-12-11 17:09:03, 0.000, 0.000, 
2019-12-11 17:10:03, 0.000, 0.003, 
2019-12-11 17:11:04, 0.000, 0.000, 
2019-12-11 17:12:03, 0.000, 0.009, 
2019-12-11 17:13:03, 0.000, 0.000, 
2019-12-11 17:14:04, 0.000, 0.000, 
2019-12-11 17:15:03, 0.000, 0.000, 
2019-12-11 17:16:03, 0.000, 0.000, 
2019-12-11 17:17:03, 0.000, 0.000, 
2019-12-11 17:18:03, 0.000, 0.000, 
2019-12-11 17:19:03, 0.000, 0.000, 
2019-12-11 17:20:03, 0.000, 0.000, 
2019-12-11 17:21:03, 0.000, 0.000, 
2019-12-11 17:22:04, 0.000, 0.000, 
2019-12-11 17:23:03, 0.000, 0.000, 
2019-12-11 17:24:03, 0.000, 0.000, 
2019-12-11 17:25:03, 0.000, 0.000, 
2019-12-11 17:26:03, 0.000, 0.000, 
2019-12-11 17:27:04, 0.000, 0.000, 
2019-12-11 17:28:03, 0.000, 0.000, 
2019-12-11 17:29:03, 0.000, 0.000, 
2019-12-11 17:30:03, 0.000, 0.000, 
2019-12-11 17:31:03, 0.000, 0.000, 
2019-12-11 17:32:03, 0.000, 0.000, 
2019-12-11 17:33:03, 0.000, 0.000, 
2019-12-11 17:34:03, 0.000, 0.000, 
2019-12-11 17:35:04, 0.000, 0.000, 
2019-12-11 17:36:03, 0.000, 0.000, 
2019-12-11 17:37:03, 0.000, 0.000, 
2019-12-11 17:38:03, 0.000, 0.000, 
2019-12-11 17:39:03, 0.000, 0.000, 
2019-12-11 17:40:03, 0.000, 0.000, 
2019-12-11 17:41:03, 0.000, 0.000, 
2019-12-11 17:42:04, 0.000, 0.005, 
2019-12-11 17:43:03, 0.000, 0.000, 
2019-12-11 17:44:03, 0.000, 0.000, 
2019-12-11 17:45:04, 0.000, 0.000, 
2019-12-11 17:46:03, 0.000, 0.000, 
2019-12-11 17:47:03, 0.000, 0.000, 
2019-12-11 17:48:05, 0.000, 0.000, 
2019-12-11 17:49:03, 0.000, 0.003, 
2019-12-11 17:50:03, 0.000, 0.000, 
2019-12-11 17:51:03, 0.000, 0.007, 
2019-12-11 17:52:04, 0.000, 0.000, 
2019-12-11 17:53:03, 0.000, 0.007, 
2019-12-11 17:54:04, 0.000, 0.003, 
2019-12-11 17:55:03, 0.000, 0.000, 
2019-12-11 17:56:03, 0.000, 0.003, 
2019-12-11 17:57:04, 0.000, 0.003, 
2019-12-11 17:58:03, 0.000, 0.008, 
2019-12-11 18:00:03, 0.000, 0.000, 
2019-12-11 18:05:03, 0.000, 0.000, 
2019-12-11 18:10:04, 0.000, 0.005, 
2019-12-11 18:15:03, 0.000, 0.000, 
2019-12-11 18:20:03, 0.000, 0.000, 
2019-12-11 18:25:03, 0.000, 0.003, 
2019-12-11 18:30:03, 0.000, 0.000, 
2019-12-11 18:35:04, 0.000, 0.003, 
2019-12-11 18:40:03, 0.000, 0.003, 
2019-12-11 18:45:03, 0.000, 0.000, 
2019-12-11 18:50:03, 0.000, 0.000, 
2019-12-11 18:55:04, 0.000, 0.005, 
2019-12-11 19:00:03, 0.000, 0.000, 
2019-12-11 19:05:03, 0.000, 0.003, 
2019-12-11 19:10:03, 0.000, 0.000, 
2019-12-11 19:15:03, 0.000, 0.007, 
2019-12-11 19:20:03, 0.000, 0.000, 
2019-12-11 19:25:03, 0.000, 0.000, 
2019-12-11 19:30:03, 0.000, 0.000, 
2019-12-11 19:35:03, 0.000, 0.000, 
2019-12-11 19:40:04, 0.000, 0.000, 
2019-12-11 19:45:03, 0.000, 0.003, 
2019-12-11 19:50:03, 0.000, 0.000, 
2019-12-11 19:55:03, 0.000, 0.000, 
2019-12-11 20:00:04, 0.000, 0.000, 
2019-12-11 20:05:04, 0.000, 0.000, 
2019-12-11 20:10:03, 0.000, 0.000, 
2019-12-11 20:15:03, 0.000, 0.000, 
2019-12-11 20:20:03, 0.000, 0.000, 
2019-12-11 20:25:04, 0.000, 0.005, 
2019-12-11 20:30:03, 0.000, 0.000, 
2019-12-11 20:35:03, 0.000, 0.000, 
2019-12-11 20:40:03, 0.000, 0.000, 
2019-12-11 20:45:03, 0.000, 0.000, 
2019-12-11 20:50:06, 0.000, 0.000, 
2019-12-11 20:55:03, 0.000, 0.000, 
2019-12-11 21:00:03, 0.000, 0.000, 
2019-12-11 21:05:03, 0.000, 0.000, 
2019-12-11 21:10:03, 0.000, 0.000, 
2019-12-11 21:15:03, 0.000, 0.000, 
2019-12-11 21:20:03, 0.000, 0.000, 
2019-12-11 21:25:03, 0.000, 0.000, 
2019-12-11 21:30:03, 0.000, 0.000, 
2019-12-11 21:35:03, 0.000, 0.000, 
2019-12-11 21:40:03, 0.000, 0.000, 
2019-12-11 21:45:03, 0.000, 0.000, 
2019-12-11 21:50:04, 0.000, 0.000, 
2019-12-11 21:55:03, 0.000, 0.000, 
2019-12-11 22:00:03, 0.000, 0.000, 
2019-12-11 22:05:03, 0.000, 0.000, 
2019-12-11 22:10:04, 0.000, 0.000, 
2019-12-11 22:15:03, 0.000, 0.000, 
2019-12-11 22:20:03, 0.000, 0.000, 
2019-12-11 22:25:03, 0.000, 0.000, 
2019-12-11 22:30:03, 0.000, 0.000, 
2019-12-11 22:35:04, 0.000, 0.000, 
2019-12-11 22:40:03, 0.000, 0.000, 
2019-12-11 22:45:06, 0.000, 0.000, 
2019-12-11 22:50:03, 0.000, 0.000, 
2019-12-11 22:55:03, 0.000, 0.000, 
2019-12-11 23:00:03, 0.000, 0.000, 
2019-12-11 23:05:03, 0.000, 0.000, 
2019-12-11 23:10:04, 0.000, 0.000, 
2019-12-11 23:15:03, 0.000, 0.000, 
2019-12-11 23:20:03, 0.000, 0.000, 
2019-12-11 23:25:03, 0.000, 0.000, 
2019-12-11 23:30:04, 0.000, 0.000, 
2019-12-11 23:35:03, 0.000, 0.003, 
2019-12-11 23:40:03, 0.000, 0.000, 
2019-12-11 23:45:03, 0.000, 0.000, 
2019-12-11 23:50:04, 0.000, 0.000, 
2019-12-11 23:55:03, 0.000, 0.000, 
2019-12-12 00:00:03, 0.000, 0.000, 
2019-12-12 00:05:03, 0.000, 0.000, 
2019-12-12 00:10:03, 0.000, 0.000, 
2019-12-12 00:15:03, 0.000, 0.000, 
2019-12-12 00:20:03, 0.000, 0.000, 
2019-12-12 00:25:03, 0.000, 0.000, 
2019-12-12 00:30:03, 0.000, 0.000, 
2019-12-12 00:35:03, 0.006, 0.000, 
2019-12-12 00:40:03, 0.000, 0.000, 
2019-12-12 00:45:03, 0.000, 0.000, 
2019-12-12 00:50:04, 0.000, 0.000, 
2019-12-12 00:55:03, 0.000, 0.000, 
2019-12-12 01:00:03, 0.000, 0.000, 
2019-12-12 01:05:04, 0.000, 0.014, 
2019-12-12 01:10:03, 0.003, 0.000, 
2019-12-12 01:15:03, 0.000, 0.000, 
2019-12-12 01:20:03, 0.000, 0.000, 
2019-12-12 01:25:03, 0.000, 0.000, 
2019-12-12 01:30:03, 0.000, 0.000, 
2019-12-12 01:35:04, 0.000, 0.000, 
2019-12-12 01:40:03, 0.000, 0.000, 
2019-12-12 01:45:03, 0.000, 0.000, 
2019-12-12 01:50:04, 0.000, 0.000, 
2019-12-12 01:55:03, 0.000, 0.000, 
2019-12-12 02:00:03, 0.000, 0.000, 
2019-12-12 02:05:03, 0.000, 0.000, 
2019-12-12 02:10:03, 0.000, 0.000, 
2019-12-12 02:15:03, 0.000, 0.000, 
2019-12-12 02:20:03, 0.000, 0.000, 
2019-12-12 02:25:03, 0.000, 0.000, 
2019-12-12 02:30:03, 0.000, 0.000, 
2019-12-12 02:35:04, 0.000, 0.000, 
2019-12-12 02:40:03, 0.000, 0.000, 
2019-12-12 02:45:03, 0.000, 0.000, 
2019-12-12 02:50:03, 0.000, 0.000, 
2019-12-12 02:55:03, 0.000, 0.000, 
2019-12-12 03:00:03, 0.000, 0.000, 
2019-12-12 03:05:03, 0.000, 0.000, 
2019-12-12 03:10:03, 0.000, 0.000, 
2019-12-12 03:15:03, 0.000, 0.000, 
2019-12-12 03:20:04, 0.000, 0.000, 
2019-12-12 03:25:03, 0.000, 0.000, 
2019-12-12 03:30:03, 0.000, 0.000, 
2019-12-12 03:35:03, 0.000, 0.000, 
2019-12-12 03:40:04, 0.000, 0.000, 
2019-12-12 03:45:03, 0.000, 0.000, 
2019-12-12 03:50:03, 0.000, 0.000, 
2019-12-12 03:55:03, 0.000, 0.000, 
2019-12-12 04:00:04, 0.000, 0.000, 
2019-12-12 04:05:03, 0.000, 0.000, 
2019-12-12 04:10:03, 0.000, 0.000, 
2019-12-12 04:15:03, 0.000, 0.000, 
2019-12-12 04:20:04, 0.000, 0.000, 
2019-12-12 04:25:03, 0.000, 0.000, 
2019-12-12 04:30:03, 0.000, 0.000, 
2019-12-12 04:35:03, 0.000, 0.000, 
2019-12-12 04:40:03, 0.000, 0.000, 
2019-12-12 04:45:03, 0.000, 0.000, 
2019-12-12 04:50:03, 0.000, 0.000, 
2019-12-12 04:55:03, 0.000, 0.003, 
2019-12-12 05:00:03, 0.000, 0.000, 
2019-12-12 05:05:03, 0.000, 0.000, 
2019-12-12 05:10:03, 0.000, 0.000, 
2019-12-12 05:15:03, 0.000, 0.000, 
2019-12-12 05:20:04, 0.000, 0.000, 
2019-12-12 05:25:03, 0.000, 0.000, 
2019-12-12 05:30:03, 0.000, 0.000, 
2019-12-12 05:35:03, 0.000, 0.000, 
2019-12-12 05:40:03, 0.000, 0.000, 
2019-12-12 05:45:03, 0.000, 0.005, 
2019-12-12 05:50:03, 0.000, 0.000, 
2019-12-12 05:55:03, 0.000, 0.000, 
2019-12-12 06:00:03, 0.000, 0.000, 
2019-12-12 06:05:04, 0.000, 0.000, 
2019-12-12 06:10:03, 0.000, 0.000, 
2019-12-12 06:15:03, 0.000, 0.000, 
2019-12-12 06:20:03, 0.000, 0.000, 
2019-12-12 06:25:04, 0.000, 0.000, 
2019-12-12 06:30:03, 0.000, 0.000, 
2019-12-12 06:35:03, 0.000, 0.000, 
2019-12-12 06:40:03, 0.000, 0.000, 
