2020-01-24 09:17:04, 0.737, 
2020-01-24 09:18:04, 0.747, 
2020-01-24 09:19:04, 0.742, 
2020-01-24 09:20:04, 0.751, 
2020-01-24 09:21:04, 0.704, 
2020-01-24 09:22:04, 0.734, 
2020-01-24 09:23:03, 0.772, 
2020-01-24 09:24:04, 0.733, 
2020-01-24 09:25:03, 0.750, 
2020-01-24 09:26:03, 0.745, 
2020-01-24 09:27:04, 0.738, 
2020-01-24 09:28:03, 0.726, 
2020-01-24 09:29:04, 0.738, 
2020-01-24 09:30:05, 0.746, 
2020-01-24 09:31:03, 0.733, 
2020-01-24 09:32:08, 0.755, 
2020-01-24 09:33:03, 0.734, 
2020-01-24 09:34:06, 0.769, 
2020-01-24 09:35:03, 0.734, 
2020-01-24 09:36:04, 0.733, 
2020-01-24 09:37:03, 0.752, 
2020-01-24 09:38:04, 0.773, 
2020-01-24 09:39:06, 0.791, 
2020-01-24 09:40:04, 0.766, 
2020-01-24 09:41:03, 0.758, 
2020-01-24 09:42:04, 0.693, 
2020-01-24 09:43:03, 0.757, 
2020-01-24 09:44:04, 0.710, 
2020-01-24 09:45:03, 0.731, 
2020-01-24 09:46:04, 0.749, 
2020-01-24 09:47:06, 0.759, 
2020-01-24 09:48:04, 0.732, 
2020-01-24 09:49:06, 0.766, 
2020-01-24 09:50:03, 0.770, 
2020-01-24 09:51:04, 0.722, 
2020-01-24 09:52:03, 0.741, 
2020-01-24 09:53:04, 0.758, 
2020-01-24 09:54:03, 0.709, 
2020-01-24 09:55:04, 0.742, 
2020-01-24 09:56:03, 0.732, 
2020-01-24 09:57:03, 0.747, 
2020-01-24 09:58:03, 0.722, 
2020-01-24 09:59:03, 0.721, 
2020-01-24 10:00:04, 0.722, 
2020-01-24 10:01:06, 0.723, 
2020-01-24 10:02:04, 0.703, 
2020-01-24 10:03:03, 0.730, 
2020-01-24 10:04:04, 0.738, 
2020-01-24 10:05:04, 0.738, 
2020-01-24 10:06:03, 0.737, 
2020-01-24 10:07:04, 0.718, 
2020-01-24 10:08:03, 0.730, 
2020-01-24 10:09:06, 0.720, 
2020-01-24 10:10:03, 0.778, 
2020-01-24 10:11:04, 0.731, 
2020-01-24 10:12:03, 0.747, 
2020-01-24 10:13:06, 0.757, 
2020-01-24 10:14:03, 0.717, 
2020-01-24 10:15:04, 0.721, 
2020-01-24 10:16:04, 0.714, 
2020-01-24 10:17:03, 0.739, 
2020-01-24 10:18:04, 0.752, 
2020-01-24 10:19:07, 0.725, 
2020-01-24 10:20:04, 0.743, 
2020-01-24 10:21:03, 0.719, 
2020-01-24 10:22:04, 0.740, 
2020-01-24 10:23:03, 0.726, 
2020-01-24 10:24:11, 0.739, 
2020-01-24 10:25:04, 0.755, 
2020-01-24 10:26:03, 0.741, 
2020-01-24 10:27:06, 0.734, 
2020-01-24 10:28:04, 0.746, 
2020-01-24 10:29:03, 0.719, 
2020-01-24 10:30:04, 0.726, 
2020-01-24 10:31:03, 0.729, 
2020-01-24 10:32:03, 0.719, 
2020-01-24 10:33:06, 0.728, 
2020-01-24 10:34:03, 0.730, 
2020-01-24 10:35:03, 0.735, 
2020-01-24 10:36:04, 0.718, 
2020-01-24 10:37:04, 0.714, 
2020-01-24 10:38:04, 0.758, 
2020-01-24 10:39:06, 0.741, 
2020-01-24 10:40:03, 0.731, 
2020-01-24 10:41:04, 0.724, 
2020-01-24 10:42:04, 0.747, 
2020-01-24 10:43:03, 0.719, 
2020-01-24 10:44:04, 0.745, 
2020-01-24 10:45:03, 0.764, 
2020-01-24 10:46:07, 0.783, 
2020-01-24 10:47:03, 0.691, 
2020-01-24 10:48:03, 0.738, 
2020-01-24 10:49:04, 0.746, 
2020-01-24 10:50:04, 0.731, 
2020-01-24 10:51:03, 0.714, 
2020-01-24 10:52:03, 0.710, 
2020-01-24 10:53:04, 0.726, 
2020-01-24 10:54:03, 0.707, 
2020-01-24 10:55:04, 0.724, 
2020-01-24 10:56:04, 0.700, 
2020-01-24 10:57:04, 0.717, 
2020-01-24 10:58:06, 0.756, 
2020-01-24 10:59:03, 0.734, 
2020-01-24 11:00:04, 0.747, 
2020-01-24 11:01:03, 0.752, 
2020-01-24 11:02:04, 0.721, 
2020-01-24 11:03:04, 0.730, 
2020-01-24 11:04:03, 0.689
