2020-01-24 07:39:03, 1.271, 
2020-01-24 07:40:03, 1.221, 
2020-01-24 07:41:04, 1.270, 
2020-01-24 07:42:03, 1.249, 
2020-01-24 07:43:04, 1.226, 
2020-01-24 07:44:03, 1.239, 
2020-01-24 07:45:04, 1.255, 
2020-01-24 07:46:03, 1.256, 
2020-01-24 07:47:03, 1.282, 
2020-01-24 07:48:04, 1.231, 
2020-01-24 07:49:04, 1.238, 
2020-01-24 07:50:03, 1.258, 
2020-01-24 07:51:04, 1.235, 
2020-01-24 07:52:04, 1.236, 
2020-01-24 07:53:03, 1.240, 
2020-01-24 07:54:04, 1.238, 
2020-01-24 07:55:04, 1.241, 
2020-01-24 07:56:03, 1.221, 
2020-01-24 07:57:03, 1.254, 
2020-01-24 07:58:04, 1.244, 
2020-01-24 07:59:03, 1.238, 
2020-01-24 08:00:03, 1.226, 
2020-01-24 08:01:03, 1.261, 
2020-01-24 08:02:03, 0.742, 
2020-01-24 08:03:03, 0.754, 
2020-01-24 08:04:04, 0.704, 
2020-01-24 08:05:03, 0.765, 
2020-01-24 08:06:04, 0.695, 
2020-01-24 08:07:03, 0.718, 
2020-01-24 08:08:04, 0.754, 
2020-01-24 08:09:03, 0.695, 
2020-01-24 08:10:03, 0.721, 
2020-01-24 08:11:03, 0.737, 
2020-01-24 08:12:03, 0.741, 
2020-01-24 08:13:03, 0.716, 
2020-01-24 08:14:03, 0.743, 
2020-01-24 08:15:03, 0.736, 
2020-01-24 08:16:03, 0.746, 
2020-01-24 08:17:03, 0.767, 
2020-01-24 08:18:03, 0.716, 
2020-01-24 08:19:02, 0.745, 
2020-01-24 08:20:04, 0.716, 
2020-01-24 08:21:03, 0.725, 
2020-01-24 08:22:04, 0.716, 
2020-01-24 08:23:04, 0.746, 
2020-01-24 08:24:03, 0.729, 
2020-01-24 08:25:04, 0.727, 
2020-01-24 08:26:03, 0.733, 
2020-01-24 08:27:03, 0.741, 
2020-01-24 08:28:03, 0.749, 
2020-01-24 08:29:03, 0.733, 
2020-01-24 08:30:04, 0.774, 
2020-01-24 08:31:03, 0.693, 
2020-01-24 08:32:04, 0.732, 
2020-01-24 08:33:03, 0.747, 
2020-01-24 08:34:04, 0.744, 
2020-01-24 08:35:03, 0.758, 
2020-01-24 08:36:03, 0.799, 
2020-01-24 08:37:03, 0.737, 
2020-01-24 08:38:03, 0.751, 
2020-01-24 08:39:03, 0.736, 
2020-01-24 08:40:04, 0.701, 
2020-01-24 08:41:03, 0.743, 
2020-01-24 08:42:04, 0.737, 
2020-01-24 08:43:03, 0.746, 
2020-01-24 08:44:03, 0.722, 
2020-01-24 08:45:03, 0.733, 
2020-01-24 08:46:03, 0.728, 
2020-01-24 08:47:03, 0.782, 
2020-01-24 08:48:04, 0.738, 
2020-01-24 08:49:03, 0.716, 
2020-01-24 08:50:04, 0.718, 
2020-01-24 08:51:02, 0.720, 
2020-01-24 08:52:03, 0.713, 
2020-01-24 08:53:03, 0.746, 
2020-01-24 08:54:06, 0.718, 
2020-01-24 08:55:04, 0.749, 
2020-01-24 08:56:04, 0.764, 
2020-01-24 08:57:03, 0.710, 
2020-01-24 08:58:04, 0.696, 
2020-01-24 08:59:03, 0.728, 
2020-01-24 09:00:03, 0.744, 
2020-01-24 09:01:04, 0.701, 
2020-01-24 09:02:03, 0.770, 
2020-01-24 09:03:02, 0.744, 
2020-01-24 09:04:04, 0.730, 
2020-01-24 09:05:04, 0.722, 
2020-01-24 09:06:02, 0.744, 
2020-01-24 09:07:04, 0.721, 
2020-01-24 09:08:02, 0.725, 
2020-01-24 09:09:04, 0.727, 
2020-01-24 09:10:04, 0.718, 
2020-01-24 09:11:04, 0.748, 
2020-01-24 09:12:04, 0.727, 
2020-01-24 09:13:04, 0.749, 
2020-01-24 09:14:04, 0.726, 
2020-01-24 09:15:03, 0.768, 
2020-01-24 09:16:02, 0.709, 
